,provider_id,npi,provider_specialty,provider_state,provider_key,gold_run_id,gold_processed_timestamp
36,PROVIDER_1390,1390,208100000X,ND,90819cb4242e35fbe4ff0a434dc630475ffe033e1e7766cd7daae067f124a6dd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
37,PROVIDER_1204,1204,207RX0202X,SD,bf474ad57229cf02f32de067ddbd5328144b26852d862b9ebf23d18651a2690f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
38,PROVIDER_1440,1440,207R00000X,ME,e4561a289ccec33af42a95ac1608555e292dd7c44fdc2837a69e6b0591eb3f7b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
39,PROVIDER_1193,1193,208000000X,NJ,7248752ef2c669c1317dff6d06c4dae42e52a8885f641630845439a7f5e3c169,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
40,PROVIDER_1311,1311,208500000X,OR,1ea2a1c6d0037dfd81d5a0541c5685ec69b83a7615c465e131b22249e4b3ce9f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
41,PROVIDER_1280,1280,208800000X,AZ,e493d39ba3076ad3f4c7f5c7361f4d8b9dea569b4b9832e1e7c384489779fcc2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
42,PROVIDER_1524,1524,208400000X,MT,9135f9ea750fca5b1a703231d8442fcf1bfab3ef097efa1a0239dc07e4633a6e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
43,PROVIDER_1685,1685,207Q00000X,NE,a1b9294cba513c7d25dc553b7a9ca406c9363111dde8fbdc01d87def54354020,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
44,PROVIDER_1813,1813,208000000X,TX,0da6b2e1d2601df97c6daad0b3c82ec1148db3189b300ff466053bcd35babe7f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
45,PROVIDER_1908,1908,208400000X,NC,c5769b61f68c2aa68bb1f76a0bba4c6460cb6c79ff1543f6214468d7997e71cb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
46,PROVIDER_1453,1453,208100000X,IN,a125aae7ecc748a1cd0ddac8767864c70f576529da750e83cd086652ac555e1f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
47,PROVIDER_1032,1032,208200000X,MO,ed80e096c46cc6f1f4ddf7fc67a14567bade4dd8a7065a35d2a92f180db09708,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
48,PROVIDER_1327,1327,208300000X,OH,b10b0220310ec825a19b649575560702dfa068b9fd0e8758373489392563ff84,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
49,PROVIDER_1828,1828,207R00000X,NH,b47bc88d227fed8f08b73be311a9ef757a66a97f465d453e81664518f6c03a09,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
50,PROVIDER_1699,1699,208700000X,OR,5c46c21a51ae7e4845a6aeed1c86a800203f0cd698fb7c899d76b612680c7d16,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
51,PROVIDER_1540,1540,208500000X,TX,0c0e713c027125adf899d6ecb0ce7902fe094f3f71c4012c637a890ced6f8eb4,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
52,PROVIDER_1042,1042,208400000X,AZ,ad2fb24b20b88ba4653ca94e0468add5c1affa83043b9d15bea8c0dc7a266ea6,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
53,PROVIDER_1632,1632,207X00000X,NJ,8759d81ba0baf2d2fddd485dc072142d742f8d7719753c3d64e1dd5d6d04ae61,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
54,PROVIDER_1625,1625,207P00000X,MN,4b8fa59010acfd62268a853f4019ffb3786f8ac07e086bfdd5085b237a30a314,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
55,PROVIDER_1526,1526,207R00000X,TX,3c350ed613675fd6937e9c3a2e7307aba8f20411b35e052f0875daf72b43540c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
56,PROVIDER_1092,1092,208700000X,NE,0fda74f35bdd0e08106fa3574fd5751d797eb68793d4be81f99992c151981036,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
57,PROVIDER_1510,1510,208300000X,TN,7cd20a5f2d8eac86551db486ecfce140fca894f1906c3466b4001df150ef5f2d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
58,PROVIDER_1674,1674,208000000X,IA,8b411d64ad9af23dc8283c2a40097630d4b4a48b9536117b654439083f35611b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
59,PROVIDER_1339,1339,208300000X,UT,5d4fb25e0e6cf9bae20287a60e23a2483e2645ecca6785547760d169a932f0c0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
60,PROVIDER_1442,1442,207RG0100X,IA,9db4f004260b41ce083a3609e88eb849f9122ff6411ee4017787e34d382e198a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
61,PROVIDER_1189,1189,208000000X,RI,962a44e2a9a8636fa2ea78f16a3cedf5411b7df87605acecd6bf18e92a60e615,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
62,PROVIDER_1392,1392,207P00000X,MT,b11cf794681b3d77b302dbf688d07d1ce7ed696b3602e14915c0bc89de25b5b9,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
63,PROVIDER_1997,1997,207Q00000X,ND,60948b408f4d47af503fadc4a47f2ceb701c05269ff41a92c6d1cad99118b0c2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
64,PROVIDER_1273,1273,208600000X,NJ,db2232be64240c24c21acd52e018fcaa025eba1b78d48f822dd2de256d15e311,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
65,PROVIDER_1967,1967,207Q00000X,DE,0d1da0ce9b1d627cdc636af90663d7626184a8e0e103b2cd8afb5082982264c0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
66,PROVIDER_1651,1651,208000000X,ID,656df9a6c2e5c0ded36c5395bf01da5ab548b708b65c1f4b78a611877a27ed6a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
67,PROVIDER_1475,1475,208200000X,GA,6f8483ba8ebe10da96367f46211fc11508871866ca4b08af40629a1120f6bee3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
68,PROVIDER_1656,1656,207R00000X,NV,182242bbd3ef99c5ccae94637e4779b81bd9e91682fe9a842fd756d8dbd2318f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
69,PROVIDER_1767,1767,207R00000X,MA,d0753b88ab82ac35a37deed57998d9f05d13db1b5e210216df93c686fc1918ba,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
70,PROVIDER_1672,1672,207R00000X,HI,859c9373792e6c8a42ae0dd398e93967be04bb0eba25947f638dc1cb7b20e5ba,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
71,PROVIDER_1426,1426,208800000X,ME,a67d2384e44be5bc4b74861fc8b28b5f2a1a38982736acb0e218556344aeb396,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
72,PROVIDER_1449,1449,208200000X,KS,2418a7b7140448c06b95f640fdc17c0a6dd32f6cd838ec85f910edd0d4f65f30,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
73,PROVIDER_1669,1669,208200000X,NV,d699ef704329e67c0de60a9cd4395210af25c0b0ab5645a0104c68f8368367cd,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
74,PROVIDER_1633,1633,208500000X,UT,1371b155c5cdef923f039db4a67b07c226ff11a89e0ca69d23bb793693fb638c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
75,PROVIDER_1928,1928,207RG0100X,AK,0a5720bb561cce5f6320fe9042b6ea7886735fb753bd2453a46db29159c8d2eb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
76,PROVIDER_1090,1090,208800000X,GA,731f043e8dd611d678a84b561b5d70e7ea3665f2aa50eb50273cf61f3a1c1873,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
77,PROVIDER_1224,1224,207Q00000X,KY,cad44dc030b8398578d0c0e95bc92e9f893bf2d924b9fc64eed9a6a96ae74140,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
78,PROVIDER_1489,1489,208400000X,SD,e23473ec9fa4bee0299fb6231615e7a8b3021aa085b22419e87c151054ea0bdb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
79,PROVIDER_1017,1017,208600000X,IN,ab1681be4ee7d17561a3532299b1a542837c65eb0b7f0b74bf18dbf82a1361f3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
80,PROVIDER_1302,1302,208700000X,WV,d8874e4621128ba5e4905ab79c9d2340640038e06b80173800c9da988dc4338e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
81,PROVIDER_1126,1126,207RC0000X,HI,eac3a6975362286be7b6bac73c1ae602126541068bc0ffbeae0e29afb487cbcf,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
82,PROVIDER_1417,1417,207Q00000X,CA,e42e7340d257c7493f27d122fb75e5e55020b6d639ffc95bd12d49f4eeeeea25,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
83,PROVIDER_1171,1171,208000000X,VT,dd2ebd45b57f29464d5b1cd18f10b6594cfe6136ed6347ea6f8e435a845c0412,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
84,PROVIDER_1921,1921,207R00000X,AK,498a9545b1570c278e763eea9d06621e9761c9d908188f1e3df00b56ae11e5f0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
85,PROVIDER_1218,1218,207RG0100X,NJ,51279908c619eae99b61d002717dc88c5f0585bb7a71f6284663528b615ce174,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
86,PROVIDER_1203,1203,208600000X,IA,c8bd782952ba731c0c56820788da9d3488366b4967ae0bc89574a28ca868d8d5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
87,PROVIDER_1973,1973,207X00000X,GA,dd7c771bd030e08875b2b396adfe2b50d24f867319cf479cb74b76fcc5b68846,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
88,PROVIDER_1408,1408,207RX0202X,GA,3785e852d6f3b5550c9aa85cf77894242bd0be2a3bbf1179987ca118a275f008,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
89,PROVIDER_1500,1500,208000000X,ND,4075cef4c95162120463490ccab31f9e2902d5bcfcce7b9a541b222cc2f9f333,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
90,PROVIDER_1335,1335,207RC0000X,HI,eed14be1d0c454ec0db7b41909875b43d719f0dd7b88231e6072089c2d6fc6d9,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
91,PROVIDER_1162,1162,208400000X,CO,fddc5474fbdbeb7d74af2d4df4b08cca3102407d9f158c4cba3123b35af02651,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
92,PROVIDER_1024,1024,208500000X,MI,b077fb24f5e0096a1a65290c7ba012bd12f1b23e363c7a4378a19e8e01d52120,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
93,PROVIDER_1990,1990,207R00000X,CT,e68a2af0543c5f1f7db38ac8c3563cc31237b54257a79b0d2f3f4e59576ca52f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
94,PROVIDER_1572,1572,208200000X,NE,9d91d5daebf1af0ce9835cb1b78a3883856184c36bd97fb82ea8c9fc1e4379de,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
95,PROVIDER_1100,1100,208200000X,ND,f8dd11b118a86bb868bb0dd99c98879f07305093903f49f4ef43a6de590dc3c4,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
96,PROVIDER_1415,1415,208000000X,KS,4f9819f23e474730bf13526cb347746a10f49594e7acfbf85ac22e53b727814a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
97,PROVIDER_1698,1698,207RX0202X,NH,1e7fc96b2df394f7b33c2c3548a120d1678949ad19f1da0acd785773aec588dc,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
98,PROVIDER_1800,1800,207RG0100X,MT,712d6d4e105a78d883f1a4669289b61f5549a26a82e31a3a6c2232d5b00c8909,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
99,PROVIDER_1367,1367,208400000X,GA,a6b6546828c0486a600a0817f4b3e9e9c4efb64272c4567f33ba8b6a9d65a198,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
100,PROVIDER_1402,1402,207RC0000X,WY,7023d33bbacfb612cf9ecedd30e12060f04ecadf986f37173439c4dc22947807,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
101,PROVIDER_1911,1911,208400000X,MS,f1592b460d5d9a6bc3e5e711d7428cda121602cb9d194bee7fa8e5ef9548bb6b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
102,PROVIDER_1944,1944,208800000X,AR,378dbb57e4585501b4ce2ded96576882641f9eb53763e7b1055596938481e1e4,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
103,PROVIDER_1364,1364,207RG0100X,IN,91a6652db2f3bbc8ef8d3b94f08de47698f92bb6e8657f88f20f776297a82a95,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
104,PROVIDER_1257,1257,207X00000X,IN,fe56dcaf3878309ac2644770d279d4b6efb636887134a29b4899d2beae3947e2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
105,PROVIDER_1205,1205,207P00000X,NV,8bcc95311d8e43c017da9d3599760ecdc095ff060ce96a020c24a7f45dae279a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
106,PROVIDER_1022,1022,207R00000X,IL,28288d9eca04143f56b6313493095915606768eab8c49c86db0cc580f95b8efe,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
107,PROVIDER_1550,1550,207RG0100X,DE,cfef7ac422893330ae1225be5afc2a450e15c6f6f69fd75a51ef8cfaf3a7103e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
108,PROVIDER_1115,1115,208700000X,FL,2d0fbf5677d30deeb5b8460aa7c3c5054dbd94ccc70a423646fab32c53e58f77,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
109,PROVIDER_1692,1692,207RG0100X,IN,1f53e62883fb540eeea916c1dbf7072bf7950fe29ade468e881172f82b27f837,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
110,PROVIDER_1062,1062,207RC0000X,CA,91a6fe312f4d26383c680665c5b1e8e12956d1933e3368dfb113e3c56419c971,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
111,PROVIDER_1479,1479,207RX0202X,NH,b2b422ea1ff3f84d775eee339d994fdef4c39f8d499f7d19352867f04b312ecb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
112,PROVIDER_1905,1905,208200000X,CO,a5697eb0d386ee08f974c9074218c66356f05616f6f0efd7446f3235ea6aba3c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
113,PROVIDER_1871,1871,208600000X,FL,6abc3996fe572b8a48017c67a919d480cc705e1e7ab49c7b35c7a42f1d8d4291,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
114,PROVIDER_1181,1181,207RG0100X,HI,6df528dc1d4ce5a4513059aba1f493d2c2f6e1e0126b472ac1a009bf3de96f00,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
115,PROVIDER_1609,1609,208800000X,MS,0b0b950d1110667509a3ca5b991a9bcf36b4ed300b8ea6d12e50eda82aed9780,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
116,PROVIDER_1864,1864,208800000X,DC,f6785f6dcd83a2fbae5792ea9c514c1d4ad4b9b7c130beec23d95cb5c3de42f3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
117,PROVIDER_1713,1713,207RX0202X,OK,62702d56d057362519f1ca9de02e9b3d4712716dcd27919bcaf58bd62cf67f9e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
118,PROVIDER_1628,1628,208800000X,WY,b9cd068cfd8a128ce59ee54e66b8a0d63658ec5d5c280d21016383d67cd2cbcc,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
119,PROVIDER_1118,1118,207P00000X,IN,f4fea2c286f7cf71dbde528fe3adbffe90856ab54966312b31c07cce1bec648d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
120,PROVIDER_1874,1874,208500000X,ME,a7e16053765a45b996a15e906de0aafa3ba799e5349f9608183c11b4330a0f42,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
121,PROVIDER_1450,1450,207RC0000X,TN,2f3c6c4d3dd29452e01b794a57a8287d684eee655716b47434ad7b679b5502cb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
122,PROVIDER_1517,1517,208800000X,WI,9ac7743fd0f93b2287d1dca5f4af44d8e1c7a4952eb0e4d9d0ba81e1d904efb1,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
123,PROVIDER_1322,1322,208400000X,NJ,2f80d453d5d61b397912da8b1f72bc92644b4577711dc8f449017d67c29d487e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
124,PROVIDER_1653,1653,207R00000X,WA,be6ba503052c872e6924cdc66f7662bdc3987f9e111c2e5b53e0e1e5337df01c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
125,PROVIDER_1239,1239,207RG0100X,IL,456fcdc28aa0f9187037aa5d0efe17f1f6db521d37655a953279e326ae88aff9,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
126,PROVIDER_1549,1549,207X00000X,IA,2a8777aa73bad5fbaa35ed0575f3051e97782e65151cf051449ed09adb51648b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
127,PROVIDER_1952,1952,207RG0100X,ME,e485473e2b07dd69bbb802a3e5f2dcac24a8b3e1bdee38dd781c8d68f0d42290,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
128,PROVIDER_1637,1637,208200000X,DE,eb04ca51a26d5d86354b0831f16146eb4b29c9f869e0bde056896fffa9cc81e8,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
129,PROVIDER_1945,1945,207RX0202X,MA,8ea619958b20b73df9fe505258c75ba3057c1ee95913a2ba212b25d693c35f14,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:06:47.376235
