,revenue_code,revenue_key,gold_run_id,gold_processed_timestamp
39,100X,99c8bd0cc07f26f5f9ed65558f7739f1e338c612a29970dce74659fd3d30b97e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
40,045X,2e90fd8ce88d77f46c343362c6bd58f5b68fbcea4d2b7e5605836fbb95824705,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
41,048X,fb03217efc04564e4fb91d84e867dafcb152754244dfe8182fec8bb8fbaf97f6,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
42,081X,537a37d3ba18506f14eac61cffd89d6fb0dba13c1c75dd9cfa4706388b69fe3b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
43,021X,2a3ebf4c0030457976673bed107bcd4317bc286f8fccf925ffc4fae0884156fe,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
44,063X,99af2a5dff91dbf88c87a9feb6368a666e0f118ecc58862cd62fc23e75f19b47,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
45,024X,85578bfa1f81fb0600c4f22e1209fdef6d4118d742d03133809fcf5a35696d6e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
46,034X,0f68f28743ef24c2fc21ae4dd12975334031d595d3c9e4f61895423084a3320a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
47,074X,cc1235ea0e35e3c392d933b9f921d688fce7561a5d7d9f12c647ba183b494573,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
48,076X,408d3b869ad38a5450a26f4723e1fed8b114b2eab22b7e4557d1441d1fca0c78,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
49,095X,c6b821b6f632c29a9109cc72cd0738a5df8bf12c4825b497f4be8b79ff4c9201,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
50,066X,0237e5ca0010e75ead24b84375e6bab63879ca8984c3d8790b9884b996b368f6,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
51,056X,31c443a3c9f8877372dd7b5365ab39fe9625661c3d6a22dffad3ff9248b859e0,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
52,050X,88c9ec1d9b7e33f4e89d392f7ba735394332e4f37f101e17a6caa29c140d3ef5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
53,044X,531b7ccf2c143c0785b6a67e55f76c9a01deb327b1ed2ec114afd65b1e662299,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
54,054X,873aadd88e247415d2d7d0747109e7c8e503b08d429928ea48545f2c3f3710d1,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
55,083X,4124f97fe9206c99db24f51bb7907d315043d4e25c7d1e49b7ed7e58df4b8d9f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
56,026X,0e08c4dd615d6f29ea6176045d200e515bed41cb35fb71c828e2a0d17f5b7fa4,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
57,210X,9b6a4fbf4e80b2c85cb587ecc40bf28294298e60dce2c76f864ab3626c07112a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
58,073X,c4f154aeb2d3bae904ab4e2793d99c61ec2ec0d072d08152a790f6b51c0e4e2c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
59,037X,7e78546838729d04617736138aaf3706ebcb3b2185c7d257c1103f1d0ca95ce3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
60,043X,563a46db9f3e562afe7c287402d1f2859c6eb2b3165e23b3e9d025835c79b562,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
61,035X,19713ba77563e4eb9a56a15b4ee0c40a825c18d1b6c342d622eec7b9e21dbf9f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
62,075X,82a6ca92bec46d9f03a4adb458feaccc74eae0b9f8ed33e04335c2ddfa1057fe,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
63,015X,563115108bb648b1bb5c0e9f140589e88c5bf412fad5aa4c93d627496ca74ee5,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
64,086X,44fc6830981ca2d6058493c91eb7242c60f890d91e1fdf79b0ba18fedf92a8e1,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
65,055X,b80260d64f4ee8988f80b02eaf10bafa3892052e8df06eb09576bbd43cc3cd9e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
66,078X,9247dc1bbdc241cf5c2795915850ce5d2cac90aeb942bc8bf4ddfcea131cdae7,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
67,041X,04e91ca42d4de1f7623074d15a5a36c70583eaa3338eed68ae9ccdc4a6dafe0d,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
68,072X,c90236aa6299c547d630ea046bf46c07b9e959dd20be6db45012090ff9cba566,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
69,060X,b730e56c7f4f298789d33d8e246e29452fd70032a73124defebfa5b7fd46e8c1,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
70,028X,4a157303611b6167e00e73dea72fa9c23fafe97a8259d825761d9b165b1e99b7,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
71,062X,d718badb6968b9dc1e48257ad5471a4c00fd1148c018e271442a1d647c9b36e3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
72,038X,674669cc2053389890cf8114658fc09b0fd1d00dbb0006c78e6421294d40eb75,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
73,032X,c98818b9ce0fc1ce6bf4221dd253e6c8878c4f48c65b8ea722f103886f8b5720,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
74,017X,ae201aed9073629b23889bb1eec4ed1d02566588aea06b04e912f94e51a17171,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
75,067X,0ca001e2cc5d1d2987931f10a40b91cec3b82362a69a52dc697d482f64e428f7,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
76,020X,331ddc1da597a1338c59e67a6352778d1c54bd5141bd0f37066783e3fed7d48a,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
77,022X,5257b9f91178160d81fe10d1d763772ce4b0fef36966307e140a6cb79d09a8b2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
78,047X,aacdd00d240eecbdfacf158748eda5cd5f07c4232d9512ca09a1ebf691af870e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
79,030X,249ba81f820abfb1b0999be30ade84587b8e76dacf8aeb0e36181ff624bf1e81,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
80,059X,0e5247ea8624ae8275282fd122605c467b7319747a4ab464e5f022838cfeb2a1,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
81,042X,becb92a8a5e50842cdcded71d5069fcaac1e780a069fe790f7cc9f9b6473d32f,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
82,057X,d22a76d111c81225e24ff87d08ccbdc8ef2d846a8331943d619d5a3085eb214c,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
83,016X,bc0177029dc828fd4185863b98842bb6eecea4e8bd68c83f77b003e009f4e3c6,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
84,025X,870a8a84cd7d8eb7d1be10e219abcd731a96de6965fb8feff398bb9e8e4e3220,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
85,082X,3614e7d8e31b047f56afa3750dbe37537c56e71003dff4f017f9353442e35382,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
86,068X,1fc2d704473fae3653b14b3a56a579ced3eb601f5a7d76808129cca2989767c1,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
87,084X,071bb28da80e1c5c92de6ad749fed5bd7d329967d2d5a97a893814265a61ef1b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
88,093X,938ec1ef7499030de32bf6ee469c5ff30253c4c3d20bb8d82a8581fbd84bcdeb,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
89,001X,197dec4579fd0781a08508d5475caf9858db37ee1a7450e990241d14073b5b6b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
90,085X,d65f00be94d32ec30198fc9f2ae39ee89da5b8582918e37bb97ab8acaf7d49b2,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
91,089X,da3fd795caa7342ca68e3cd0dc63b66d4591947b264a4f22eea482ede5e90441,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
92,092X,afb3e69116b67a3f7874c560071ac9588b3b930f8878989337210c9aa41aec5b,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
93,088X,08ce7b83cf000135a55c02f9ccf21b064b94c10218358f8dc1740bd7bb8fa589,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
94,090X,21c26f1a0a2f15454c3586d44c418dd355d384a5abb534fe6edeff168f8b1b2e,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
95,051X,094da255877c0710282984024780a89fb9ad5dd7c274c6a592f680680fa9b2d3,6917fcaa-479e-49bb-8377-053b46efd197,2026-03-01 12:07:10.451902
